Vehicle_ID,EV_Brand,Model,Vehicle_Type,Battery_Capacity_kWh,Manufacturing_Year,Customer_ID
V02628,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02628
V02629,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02629
V02630,Ola Electric,S1 Pro,Scooter,4.0,2025,CU02630
V02631,Hyundai,Ioniq 5,SUV,72.0,2025,CU02631
V02632,Ather,450X,Scooter,4.0,2023,CU02632
V02633,Ola Electric,S1 Air,Scooter,3.0,2024,CU02633
V02634,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02634
V02635,Olectra,City Bus,Bus,300.0,2023,CU02635
V02636,BYD,Atto 3,SUV,60.0,2022,CU02636
V02637,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02637
V02638,Ola Electric,S1 Pro,Scooter,4.0,2022,CU02638
V02639,Ola Electric,S1 Air,Scooter,3.0,2024,CU02639
V02640,Tata,Nexon EV,Car,40.0,2022,CU02640
V02641,Bajaj,Chetak,Scooter,3.2,2025,CU02641
V02642,Bajaj,Chetak,Scooter,3.2,2024,CU02642
V02643,MG,ZS EV,SUV,50.0,2024,CU02643
V02644,MG,Comet EV,Car,17.0,2023,CU02644
V02645,Mahindra,XUV400,SUV,39.0,2023,CU02645
V02646,Tata,Punch EV,Car,35.0,2025,CU02646
V02647,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02647
V02648,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02648
V02649,Bajaj,Chetak,Scooter,3.2,2025,CU02649
V02650,Ather,450X,Scooter,4.0,2024,CU02650
V02651,Bajaj,Chetak,Scooter,3.2,2023,CU02651
V02652,Ather,Rizta,Scooter,3.7,2022,CU02652
V02653,Ola Electric,S1 Air,Scooter,3.0,2022,CU02653
V02654,Kia,EV9,SUV,99.0,2025,CU02654
V02655,Ather,Rizta,Scooter,3.7,2024,CU02655
V02656,Ather,450X,Scooter,4.0,2024,CU02656
V02657,Bajaj,Chetak,Scooter,3.2,2025,CU02657
V02658,Bajaj,Chetak,Scooter,3.2,2025,CU02658
V02659,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02659
V02660,MG,ZS EV,SUV,50.0,2023,CU02660
V02661,Tata,Nexon EV,Car,40.0,2022,CU02661
V02662,Kia,EV6,SUV,77.0,2025,CU02662
V02663,Ola Electric,S1 Air,Scooter,3.0,2022,CU02663
V02664,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02664
V02665,BYD,eMAX 7,MPV,71.0,2024,CU02665
V02666,Hyundai,Ioniq 5,SUV,72.0,2024,CU02666
V02667,Olectra,City Bus,Bus,300.0,2025,CU02667
V02668,MG,Windsor EV,Car,38.0,2022,CU02668
V02669,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02669
V02670,Mahindra,XEV 9e,SUV,79.0,2022,CU02670
V02671,Hyundai,Kona Electric,SUV,39.0,2023,CU02671
V02672,Olectra,City Bus,Bus,300.0,2024,CU02672
V02673,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02673
V02674,Hyundai,Ioniq 5,SUV,72.0,2024,CU02674
V02675,BYD,Atto 3,SUV,60.0,2022,CU02675
V02676,MG,Windsor EV,Car,38.0,2023,CU02676
V02677,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02677
V02678,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02678
V02679,Bajaj,Chetak,Scooter,3.2,2022,CU02679
V02680,Tata,Curvv EV,SUV,55.0,2024,CU02680
V02681,Ather,Rizta,Scooter,3.7,2022,CU02681
V02682,Mahindra,XUV400,SUV,39.0,2024,CU02682
V02683,Tata,Tiago EV,Car,24.0,2022,CU02683
V02684,Tata,Tiago EV,Car,24.0,2022,CU02684
V02685,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02685
V02686,Mahindra,XEV 9e,SUV,79.0,2024,CU02686
V02687,MG,ZS EV,SUV,50.0,2024,CU02687
V02688,Mahindra,XEV 9e,SUV,79.0,2024,CU02688
V02689,Bajaj,Chetak,Scooter,3.2,2022,CU02689
V02690,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02690
V02691,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02691
V02692,BYD,Atto 3,SUV,60.0,2025,CU02692
V02693,Hyundai,Kona Electric,SUV,39.0,2022,CU02693
V02694,Kia,EV9,SUV,99.0,2022,CU02694
V02695,TVS,iQube,Scooter,3.4,2023,CU02695
V02696,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02696
V02697,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02697
V02698,BYD,eMAX 7,MPV,71.0,2023,CU02698
V02699,Ather,450X,Scooter,4.0,2025,CU02699
V02700,Kia,EV9,SUV,99.0,2024,CU02700
V02701,Kia,EV9,SUV,99.0,2022,CU02701
V02702,Tata,Tiago EV,Car,24.0,2025,CU02702
V02703,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02703
V02704,Mahindra,BE 6,SUV,59.0,2023,CU02704
V02705,Kia,EV9,SUV,99.0,2025,CU02705
V02706,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02706
V02707,Ola Electric,S1 Air,Scooter,3.0,2023,CU02707
V02708,Kia,EV6,SUV,77.0,2024,CU02708
V02709,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02709
V02710,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02710
V02711,Mahindra,XUV400,SUV,39.0,2025,CU02711
V02712,Hyundai,Ioniq 5,SUV,72.0,2023,CU02712
V02713,Mahindra,BE 6,SUV,59.0,2023,CU02713
V02714,Ather,450X,Scooter,4.0,2023,CU02714
V02715,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02715
V02716,Tata,Tiago EV,Car,24.0,2023,CU02716
V02717,Bajaj,Chetak,Scooter,3.2,2024,CU02717
V02718,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02718
V02719,MG,Comet EV,Car,17.0,2022,CU02719
V02720,MG,ZS EV,SUV,50.0,2023,CU02720
V02721,Kia,EV9,SUV,99.0,2023,CU02721
V02722,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02722
V02723,Ola Electric,S1 Pro,Scooter,4.0,2025,CU02723
V02724,TVS,iQube,Scooter,3.4,2023,CU02724
V02725,MG,ZS EV,SUV,50.0,2025,CU02725
V02726,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02726
V02727,Hyundai,Kona Electric,SUV,39.0,2023,CU02727
V02728,Bajaj,Chetak,Scooter,3.2,2024,CU02728
V02729,Hyundai,Kona Electric,SUV,39.0,2023,CU02729
V02730,MG,ZS EV,SUV,50.0,2025,CU02730
V02731,Tata,Tiago EV,Car,24.0,2024,CU02731
V02732,Ather,450X,Scooter,4.0,2024,CU02732
V02733,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02733
V02734,MG,Comet EV,Car,17.0,2024,CU02734
V02735,Kia,EV6,SUV,77.0,2023,CU02735
V02736,Mahindra,XUV400,SUV,39.0,2022,CU02736
V02737,Kia,EV9,SUV,99.0,2022,CU02737
V02738,MG,Windsor EV,Car,38.0,2022,CU02738
V02739,Tata,Nexon EV,Car,40.0,2025,CU02739
V02740,Tata,Punch EV,Car,35.0,2024,CU02740
V02741,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02741
V02742,MG,Windsor EV,Car,38.0,2025,CU02742
V02743,BYD,Atto 3,SUV,60.0,2025,CU02743
V02744,Kia,EV6,SUV,77.0,2023,CU02744
V02745,Olectra,City Bus,Bus,300.0,2024,CU02745
V02746,Tata,Punch EV,Car,35.0,2022,CU02746
V02747,Hyundai,Ioniq 5,SUV,72.0,2024,CU02747
V02748,Mahindra,XEV 9e,SUV,79.0,2022,CU02748
V02749,Ather,450X,Scooter,4.0,2025,CU02749
V02750,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02750
V02751,Mahindra,XUV400,SUV,39.0,2024,CU02751
V02752,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02752
V02753,Olectra,City Bus,Bus,300.0,2023,CU02753
V02754,Tata,Nexon EV,Car,40.0,2025,CU02754
V02755,BYD,Atto 3,SUV,60.0,2023,CU02755
V02756,Ather,Rizta,Scooter,3.7,2025,CU02756
V02757,Bajaj,Chetak,Scooter,3.2,2023,CU02757
V02758,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02758
V02759,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02759
V02760,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02760
V02761,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02761
V02762,Ola Electric,S1 Air,Scooter,3.0,2025,CU02762
V02763,TVS,iQube,Scooter,3.4,2024,CU02763
V02764,Ola Electric,S1 Pro,Scooter,4.0,2025,CU02764
V02765,TVS,iQube,Scooter,3.4,2023,CU02765
V02766,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02766
V02767,Tata,Tiago EV,Car,24.0,2023,CU02767
V02768,Kia,EV6,SUV,77.0,2022,CU02768
V02769,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02769
V02770,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02770
V02771,Olectra,City Bus,Bus,300.0,2022,CU02771
V02772,Hyundai,Kona Electric,SUV,39.0,2024,CU02772
V02773,MG,Comet EV,Car,17.0,2022,CU02773
V02774,Tata,Tiago EV,Car,24.0,2025,CU02774
V02775,Ather,450X,Scooter,4.0,2023,CU02775
V02776,Mahindra,XUV400,SUV,39.0,2025,CU02776
V02777,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02777
V02778,Tata,Nexon EV,Car,40.0,2025,CU02778
V02779,Kia,EV9,SUV,99.0,2022,CU02779
V02780,MG,Comet EV,Car,17.0,2023,CU02780
V02781,Tata,Curvv EV,SUV,55.0,2025,CU02781
V02782,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02782
V02783,Hyundai,Kona Electric,SUV,39.0,2023,CU02783
V02784,Kia,EV9,SUV,99.0,2023,CU02784
V02785,Kia,EV6,SUV,77.0,2023,CU02785
V02786,Ather,450X,Scooter,4.0,2022,CU02786
V02787,Tata,Tiago EV,Car,24.0,2024,CU02787
V02788,Ola Electric,S1 Pro,Scooter,4.0,2022,CU02788
V02789,TVS,iQube,Scooter,3.4,2025,CU02789
V02790,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02790
V02791,BYD,Seal,Sedan,82.0,2024,CU02791
V02792,Mahindra,XEV 9e,SUV,79.0,2024,CU02792
V02793,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02793
V02794,Mahindra,XEV 9e,SUV,79.0,2022,CU02794
V02795,Olectra,City Bus,Bus,300.0,2022,CU02795
V02796,Mahindra,BE 6,SUV,59.0,2024,CU02796
V02797,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02797
V02798,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02798
V02799,Olectra,City Bus,Bus,300.0,2022,CU02799
V02800,Hyundai,Kona Electric,SUV,39.0,2025,CU02800
V02801,TVS,iQube,Scooter,3.4,2024,CU02801
V02802,Mahindra,BE 6,SUV,59.0,2023,CU02802
V02803,MG,Comet EV,Car,17.0,2023,CU02803
V02804,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02804
V02805,Kia,EV9,SUV,99.0,2025,CU02805
V02806,MG,Comet EV,Car,17.0,2023,CU02806
V02807,Kia,EV6,SUV,77.0,2024,CU02807
V02808,Kia,EV9,SUV,99.0,2024,CU02808
V02809,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02809
V02810,TVS,iQube,Scooter,3.4,2023,CU02810
V02811,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02811
V02812,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02812
V02813,Mahindra,XEV 9e,SUV,79.0,2024,CU02813
V02814,Kia,EV6,SUV,77.0,2025,CU02814
V02815,Kia,EV9,SUV,99.0,2024,CU02815
V02816,Kia,EV6,SUV,77.0,2022,CU02816
V02817,Kia,EV9,SUV,99.0,2024,CU02817
V02818,MG,Windsor EV,Car,38.0,2022,CU02818
V02819,MG,ZS EV,SUV,50.0,2023,CU02819
V02820,MG,Windsor EV,Car,38.0,2025,CU02820
V02821,Tata,Curvv EV,SUV,55.0,2024,CU02821
V02822,Tata,Tiago EV,Car,24.0,2023,CU02822
V02823,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02823
V02824,MG,Windsor EV,Car,38.0,2022,CU02824
V02825,Bajaj,Chetak,Scooter,3.2,2022,CU02825
V02826,MG,Comet EV,Car,17.0,2025,CU02826
V02827,TVS,iQube,Scooter,3.4,2023,CU02827
V02828,BYD,Seal,Sedan,82.0,2025,CU02828
V02829,Mahindra,XUV400,SUV,39.0,2025,CU02829
V02830,TVS,iQube,Scooter,3.4,2025,CU02830
V02831,MG,ZS EV,SUV,50.0,2025,CU02831
V02832,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02832
V02833,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02833
V02834,MG,ZS EV,SUV,50.0,2024,CU02834
V02835,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02835
V02836,Mahindra,BE 6,SUV,59.0,2025,CU02836
V02837,BYD,eMAX 7,MPV,71.0,2025,CU02837
V02838,Tata,Punch EV,Car,35.0,2025,CU02838
V02839,Olectra,City Bus,Bus,300.0,2022,CU02839
V02840,Bajaj,Chetak,Scooter,3.2,2025,CU02840
V02841,Tata,Nexon EV,Car,40.0,2022,CU02841
V02842,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02842
V02843,Bajaj,Chetak,Scooter,3.2,2023,CU02843
V02844,Ather,450X,Scooter,4.0,2022,CU02844
V02845,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02845
V02846,Hyundai,Kona Electric,SUV,39.0,2023,CU02846
V02847,Kia,EV9,SUV,99.0,2023,CU02847
V02848,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02848
V02849,Ather,450X,Scooter,4.0,2022,CU02849
V02850,TVS,iQube,Scooter,3.4,2024,CU02850
V02851,BYD,Atto 3,SUV,60.0,2025,CU02851
V02852,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02852
V02853,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02853
V02854,Mahindra,XEV 9e,SUV,79.0,2022,CU02854
V02855,Ather,450X,Scooter,4.0,2023,CU02855
V02856,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02856
V02857,Ather,Rizta,Scooter,3.7,2025,CU02857
V02858,Bajaj,Chetak,Scooter,3.2,2022,CU02858
V02859,Tata,Curvv EV,SUV,55.0,2025,CU02859
V02860,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02860
V02861,Hyundai,Ioniq 5,SUV,72.0,2023,CU02861
V02862,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02862
V02863,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02863
V02864,TVS,iQube,Scooter,3.4,2024,CU02864
V02865,Olectra,City Bus,Bus,300.0,2025,CU02865
V02866,Olectra,City Bus,Bus,300.0,2022,CU02866
V02867,MG,Comet EV,Car,17.0,2023,CU02867
V02868,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02868
V02869,Hyundai,Kona Electric,SUV,39.0,2022,CU02869
V02870,Ather,450X,Scooter,4.0,2022,CU02870
V02871,TVS,iQube,Scooter,3.4,2023,CU02871
V02872,BYD,Seal,Sedan,82.0,2025,CU02872
V02873,Ather,450X,Scooter,4.0,2025,CU02873
V02874,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02874
V02875,Ather,450X,Scooter,4.0,2023,CU02875
V02876,BYD,eMAX 7,MPV,71.0,2023,CU02876
V02877,Kia,EV6,SUV,77.0,2024,CU02877
V02878,Mahindra,BE 6,SUV,59.0,2022,CU02878
V02879,Mahindra,BE 6,SUV,59.0,2023,CU02879
V02880,Olectra,City Bus,Bus,300.0,2023,CU02880
V02881,Hyundai,Kona Electric,SUV,39.0,2023,CU02881
V02882,Ola Electric,S1 Air,Scooter,3.0,2022,CU02882
V02883,Bajaj,Chetak,Scooter,3.2,2022,CU02883
V02884,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02884
V02885,BYD,eMAX 7,MPV,71.0,2022,CU02885
V02886,Hyundai,Kona Electric,SUV,39.0,2023,CU02886
V02887,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02887
V02888,Olectra,City Bus,Bus,300.0,2025,CU02888
V02889,TVS,iQube,Scooter,3.4,2025,CU02889
V02890,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02890
V02891,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02891
V02892,Hyundai,Ioniq 5,SUV,72.0,2025,CU02892
V02893,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02893
V02894,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02894
V02895,Tata,Punch EV,Car,35.0,2025,CU02895
V02896,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02896
V02897,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02897
V02898,Mahindra,XEV 9e,SUV,79.0,2024,CU02898
V02899,BYD,Seal,Sedan,82.0,2023,CU02899
V02900,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02900
V02901,TVS,iQube,Scooter,3.4,2022,CU02901
V02902,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02902
V02903,Ather,Rizta,Scooter,3.7,2023,CU02903
V02904,Ather,Rizta,Scooter,3.7,2023,CU02904
V02905,TVS,iQube,Scooter,3.4,2022,CU02905
V02906,Olectra,City Bus,Bus,300.0,2023,CU02906
V02907,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02907
V02908,Olectra,City Bus,Bus,300.0,2024,CU02908
V02909,TVS,iQube,Scooter,3.4,2022,CU02909
V02910,Tata,Curvv EV,SUV,55.0,2023,CU02910
V02911,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02911
V02912,Ather,450X,Scooter,4.0,2025,CU02912
V02913,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02913
V02914,Kia,EV9,SUV,99.0,2023,CU02914
V02915,Ather,450X,Scooter,4.0,2024,CU02915
V02916,Ather,Rizta,Scooter,3.7,2024,CU02916
V02917,Bajaj,Chetak,Scooter,3.2,2023,CU02917
V02918,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02918
V02919,Kia,EV9,SUV,99.0,2023,CU02919
V02920,Tata,Tiago EV,Car,24.0,2022,CU02920
V02921,Hyundai,Kona Electric,SUV,39.0,2025,CU02921
V02922,MG,ZS EV,SUV,50.0,2025,CU02922
V02923,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02923
V02924,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02924
V02925,Mahindra,XUV400,SUV,39.0,2024,CU02925
V02926,Hyundai,Ioniq 5,SUV,72.0,2024,CU02926
V02927,Hyundai,Ioniq 5,SUV,72.0,2022,CU02927
V02928,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02928
V02929,Olectra,City Bus,Bus,300.0,2022,CU02929
V02930,MG,Windsor EV,Car,38.0,2022,CU02930
V02931,Tata,Tiago EV,Car,24.0,2023,CU02931
V02932,Tata,Curvv EV,SUV,55.0,2025,CU02932
V02933,Ola Electric,S1 Air,Scooter,3.0,2024,CU02933
V02934,BYD,Atto 3,SUV,60.0,2023,CU02934
V02935,TVS,iQube,Scooter,3.4,2022,CU02935
V02936,Bajaj,Chetak,Scooter,3.2,2023,CU02936
V02937,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02937
V02938,MG,Comet EV,Car,17.0,2025,CU02938
V02939,Hyundai,Ioniq 5,SUV,72.0,2024,CU02939
V02940,Kia,EV6,SUV,77.0,2022,CU02940
V02941,TVS,iQube,Scooter,3.4,2025,CU02941
V02942,Olectra,City Bus,Bus,300.0,2022,CU02942
V02943,TVS,iQube,Scooter,3.4,2022,CU02943
V02944,BYD,eMAX 7,MPV,71.0,2023,CU02944
V02945,Kia,EV6,SUV,77.0,2023,CU02945
V02946,Kia,EV6,SUV,77.0,2025,CU02946
V02947,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02947
V02948,Mahindra,XEV 9e,SUV,79.0,2025,CU02948
V02949,Hyundai,Kona Electric,SUV,39.0,2024,CU02949
V02950,Mahindra,XUV400,SUV,39.0,2025,CU02950
V02951,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02951
V02952,Kia,EV9,SUV,99.0,2025,CU02952
V02953,Ather,Rizta,Scooter,3.7,2025,CU02953
V02954,Hyundai,Ioniq 5,SUV,72.0,2025,CU02954
V02955,Tata,Punch EV,Car,35.0,2024,CU02955
V02956,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02956
V02957,TVS,iQube,Scooter,3.4,2024,CU02957
V02958,Ola Electric,S1 Air,Scooter,3.0,2024,CU02958
V02959,Tata,Tiago EV,Car,24.0,2025,CU02959
V02960,Olectra,City Bus,Bus,300.0,2024,CU02960
V02961,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02961
V02962,MG,ZS EV,SUV,50.0,2022,CU02962
V02963,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02963
V02964,MG,Windsor EV,Car,38.0,2023,CU02964
V02965,Ather,Rizta,Scooter,3.7,2022,CU02965
V02966,Hyundai,Kona Electric,SUV,39.0,2022,CU02966
V02967,Bajaj,Chetak,Scooter,3.2,2024,CU02967
V02968,Tata,Punch EV,Car,35.0,2025,CU02968
V02969,Tata,Tiago EV,Car,24.0,2024,CU02969
V02970,Hyundai,Kona Electric,SUV,39.0,2024,CU02970
V02971,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02971
V02972,MG,Comet EV,Car,17.0,2023,CU02972
V02973,Bajaj,Chetak,Scooter,3.2,2022,CU02973
V02974,Ather,Rizta,Scooter,3.7,2025,CU02974
V02975,Mahindra,XUV400,SUV,39.0,2022,CU02975
V02976,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02976
V02977,Tata,Curvv EV,SUV,55.0,2025,CU02977
V02978,Hyundai,Ioniq 5,SUV,72.0,2024,CU02978
V02979,Kia,EV9,SUV,99.0,2025,CU02979
V02980,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02980
V02981,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02981
V02982,Olectra,City Bus,Bus,300.0,2023,CU02982
V02983,TVS,iQube,Scooter,3.4,2025,CU02983
V02984,Tata,Nexon EV,Car,40.0,2025,CU02984
V02985,Ather,450X,Scooter,4.0,2022,CU02985
V02986,Ather,Rizta,Scooter,3.7,2024,CU02986
V02987,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02987
V02988,Tata,Curvv EV,SUV,55.0,2023,CU02988
V02989,Bajaj,Chetak,Scooter,3.2,2023,CU02989
V02990,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02990
V02991,Mahindra,XUV400,SUV,39.0,2025,CU02991
V02992,TVS,iQube,Scooter,3.4,2025,CU02992
V02993,Mahindra,XUV400,SUV,39.0,2023,CU02993
V02994,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02994
V02995,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02995
V02996,Bajaj,Chetak,Scooter,3.2,2022,CU02996
V02997,MG,Windsor EV,Car,38.0,2024,CU02997
V02998,Bajaj,Chetak,Scooter,3.2,2025,CU02998
V02999,Olectra,City Bus,Bus,300.0,2023,CU02999
V03000,BYD,eMAX 7,MPV,71.0,2022,CU03000
